timestamp,session_id,device_id,event_type,key,interval_ms
1777215237.839044,session_20260426_155203_77a4c6,device_369185de,key_press,u,81.01
1777215237.8785477,session_20260426_155203_77a4c6,device_369185de,key_release,o,0.0
1777215237.9404068,session_20260426_155203_77a4c6,device_369185de,key_release,u,0.0
1777215237.9817295,session_20260426_155203_77a4c6,device_369185de,key_press,l,142.69
1777215238.0948572,session_20260426_155203_77a4c6,device_369185de,key_press,a,113.13
1777215238.097968,session_20260426_155203_77a4c6,device_369185de,key_press,n,3.11
1777215238.1348197,session_20260426_155203_77a4c6,device_369185de,key_release,l,0.0
1777215238.239297,session_20260426_155203_77a4c6,device_369185de,key_release,a,0.0
1777215238.2437656,session_20260426_155203_77a4c6,device_369185de,key_release,n,0.0
1777215238.3032932,session_20260426_155203_77a4c6,device_369185de,key_press,g,205.33
1777215238.405403,session_20260426_155203_77a4c6,device_369185de,key_release,g,0.0
1777215238.4465203,session_20260426_155203_77a4c6,device_369185de,key_press,e,143.23
1777215238.5348263,session_20260426_155203_77a4c6,device_369185de,key_press,r,88.31
1777215238.5821087,session_20260426_155203_77a4c6,device_369185de,key_release,e,0.0
1777215238.64551,session_20260426_155203_77a4c6,device_369185de,key_release,r,0.0
1777215238.6501844,session_20260426_155203_77a4c6,device_369185de,key_press,space,115.36
1777215238.7654793,session_20260426_155203_77a4c6,device_369185de,key_press,q,115.29
1777215238.7806535,session_20260426_155203_77a4c6,device_369185de,key_release,space,0.0
1777215238.8787525,session_20260426_155203_77a4c6,device_369185de,key_press,u,113.27
1777215238.9173062,session_20260426_155203_77a4c6,device_369185de,key_release,q,0.0
1777215239.00561,session_20260426_155203_77a4c6,device_369185de,key_release,u,0.0
1777215239.009127,session_20260426_155203_77a4c6,device_369185de,key_press,i,130.37
1777215239.1017954,session_20260426_155203_77a4c6,device_369185de,key_release,i,0.0
1777215239.1579115,session_20260426_155203_77a4c6,device_369185de,key_press,space,148.78
1777215239.2778811,session_20260426_155203_77a4c6,device_369185de,key_release,space,0.0
1777215239.3274593,session_20260426_155203_77a4c6,device_369185de,key_press,s,169.55
1777215239.4068518,session_20260426_155203_77a4c6,device_369185de,key_release,s,0.0
1777215239.51016,session_20260426_155203_77a4c6,device_369185de,key_press,',182.7
1777215239.5814416,session_20260426_155203_77a4c6,device_369185de,key_release,',0.0
1777215239.8625042,session_20260426_155203_77a4c6,device_369185de,key_press,t,352.34
1777215240.024744,session_20260426_155203_77a4c6,device_369185de,key_release,t,0.0
1777215240.2775345,session_20260426_155203_77a4c6,device_369185de,key_press,backspace,415.03
1777215240.3493316,session_20260426_155203_77a4c6,device_369185de,key_press,é,71.8
1777215240.3732445,session_20260426_155203_77a4c6,device_369185de,key_release,backspace,0.0
1777215240.4531033,session_20260426_155203_77a4c6,device_369185de,key_press,t,103.77
1777215240.4855037,session_20260426_155203_77a4c6,device_369185de,key_release,é,0.0
1777215240.5736356,session_20260426_155203_77a4c6,device_369185de,key_release,t,0.0
1777215240.6159475,session_20260426_155203_77a4c6,device_369185de,key_press,a,162.84
1777215240.7267494,session_20260426_155203_77a4c6,device_369185de,key_release,a,0.0
1777215240.7307725,session_20260426_155203_77a4c6,device_369185de,key_press,t,114.83
1777215240.804614,session_20260426_155203_77a4c6,device_369185de,key_release,t,0.0
1777215240.8214524,session_20260426_155203_77a4c6,device_369185de,key_press,i,90.68
1777215240.9249732,session_20260426_155203_77a4c6,device_369185de,key_release,i,0.0
1777215240.9570396,session_20260426_155203_77a4c6,device_369185de,key_press,space,135.59
1777215241.0954394,session_20260426_155203_77a4c6,device_369185de,key_release,space,0.0
1777215241.2623377,session_20260426_155203_77a4c6,device_369185de,key_press,backspace,305.3
1777215241.3428774,session_20260426_155203_77a4c6,device_369185de,key_release,backspace,0.0
1777215241.4296424,session_20260426_155203_77a4c6,device_369185de,key_press,backspace,167.3
1777215241.501975,session_20260426_155203_77a4c6,device_369185de,key_release,backspace,0.0
1777215241.5812511,session_20260426_155203_77a4c6,device_369185de,key_press,backspace,151.61
1777215241.6790614,session_20260426_155203_77a4c6,device_369185de,key_release,backspace,0.0
1777215241.7496579,session_20260426_155203_77a4c6,device_369185de,key_press,i,168.41
1777215241.8137217,session_20260426_155203_77a4c6,device_369185de,key_press,t,64.06
1777215241.836512,session_20260426_155203_77a4c6,device_369185de,key_release,i,0.0
1777215241.8942928,session_20260426_155203_77a4c6,device_369185de,key_release,t,0.0
1777215241.9257252,session_20260426_155203_77a4c6,device_369185de,key_press,space,112.0
1777215242.0136127,session_20260426_155203_77a4c6,device_369185de,key_press,l,87.89
1777215242.0463104,session_20260426_155203_77a4c6,device_369185de,key_release,space,0.0
1777215242.0786185,session_20260426_155203_77a4c6,device_369185de,key_press,e,65.01
1777215242.1492405,session_20260426_155203_77a4c6,device_369185de,key_release,l,0.0
1777215242.1809056,session_20260426_155203_77a4c6,device_369185de,key_release,e,0.0
1777215242.220767,session_20260426_155203_77a4c6,device_369185de,key_press,v,142.15
1777215242.324911,session_20260426_155203_77a4c6,device_369185de,key_release,v,0.0
1777215242.3890934,session_20260426_155203_77a4c6,device_369185de,key_press,é,168.33
1777215242.5036235,session_20260426_155203_77a4c6,device_369185de,key_release,é,0.0
1777215242.5090544,session_20260426_155203_77a4c6,device_369185de,key_press,space,119.96
1777215242.6316469,session_20260426_155203_77a4c6,device_369185de,key_release,space,0.0
1777215242.6366484,session_20260426_155203_77a4c6,device_369185de,key_press,a,127.59
1777215242.7101023,session_20260426_155203_77a4c6,device_369185de,key_press,u,73.45
1777215242.7334592,session_20260426_155203_77a4c6,device_369185de,key_release,a,0.0
1777215242.8222153,session_20260426_155203_77a4c6,device_369185de,key_release,u,0.0
1777215242.8548079,session_20260426_155203_77a4c6,device_369185de,key_press,x,144.71
1777215242.9505165,session_20260426_155203_77a4c6,device_369185de,key_press,space,95.71
1777215242.9704318,session_20260426_155203_77a4c6,device_369185de,key_release,x,0.0
1777215243.0939023,session_20260426_155203_77a4c6,device_369185de,key_release,space,0.0
1777215243.1177323,session_20260426_155203_77a4c6,device_369185de,key_press,u,167.22
1777215243.2386916,session_20260426_155203_77a4c6,device_369185de,key_release,u,0.0
1777215243.2437832,session_20260426_155203_77a4c6,device_369185de,key_press,a,126.05
1777215243.3744087,session_20260426_155203_77a4c6,device_369185de,key_release,a,0.0
1777215243.485257,session_20260426_155203_77a4c6,device_369185de,key_press,backspace,241.47
1777215243.5666964,session_20260426_155203_77a4c6,device_369185de,key_release,backspace,0.0
1777215243.6546092,session_20260426_155203_77a4c6,device_369185de,key_press,backspace,169.35
1777215243.7191956,session_20260426_155203_77a4c6,device_369185de,key_press,a,64.59
1777215243.7566602,session_20260426_155203_77a4c6,device_369185de,key_release,backspace,0.0
1777215243.8059025,session_20260426_155203_77a4c6,device_369185de,key_press,u,86.71
1777215243.8374848,session_20260426_155203_77a4c6,device_369185de,key_release,a,0.0
1777215243.8778214,session_20260426_155203_77a4c6,device_369185de,key_press,r,71.92
1777215243.9348452,session_20260426_155203_77a4c6,device_369185de,key_release,u,0.0
1777215243.9825377,session_20260426_155203_77a4c6,device_369185de,key_release,r,0.0
1777215246.9090612,session_20260426_155203_77a4c6,device_369185de,key_press,o,3031.24
1777215246.9983559,session_20260426_155203_77a4c6,device_369185de,key_release,o,0.0
1777215247.0003526,session_20260426_155203_77a4c6,device_369185de,key_press,r,91.29
1777215247.0929363,session_20260426_155203_77a4c6,device_369185de,key_release,r,0.0
1777215247.2534995,session_20260426_155203_77a4c6,device_369185de,key_press,e,253.15
1777215247.4214418,session_20260426_155203_77a4c6,device_369185de,key_release,e,0.0
1777215247.4774883,session_20260426_155203_77a4c6,device_369185de,key_press,s,223.99
1777215247.5653396,session_20260426_155203_77a4c6,device_369185de,key_press,space,87.85
1777215247.5897648,session_20260426_155203_77a4c6,device_369185de,key_release,s,0.0
1777215247.693699,session_20260426_155203_77a4c6,device_369185de,key_release,space,0.0
1777215247.6972337,session_20260426_155203_77a4c6,device_369185de,key_press,a,131.89
1777215247.7896674,session_20260426_155203_77a4c6,device_369185de,key_release,a,0.0
1777215247.8054936,session_20260426_155203_77a4c6,device_369185de,key_press,v,108.26
1777215247.9179158,session_20260426_155203_77a4c6,device_369185de,key_release,v,0.0
1777215247.9206939,session_20260426_155203_77a4c6,device_369185de,key_press,a,115.2
1777215248.013828,session_20260426_155203_77a4c6,device_369185de,key_press,i,93.13
1777215248.0450945,session_20260426_155203_77a4c6,device_369185de,key_release,a,0.0
1777215248.061664,session_20260426_155203_77a4c6,device_369185de,key_press,t,47.84
1777215248.157712,session_20260426_155203_77a4c6,device_369185de,key_release,i,0.0
1777215248.1733267,session_20260426_155203_77a4c6,device_369185de,key_release,t,0.0
1777215248.196999,session_20260426_155203_77a4c6,device_369185de,key_press,space,135.33
1777215248.3644042,session_20260426_155203_77a4c6,device_369185de,key_release,space,0.0
1777215248.421787,session_20260426_155203_77a4c6,device_369185de,key_press,e,224.79
1777215248.5177927,session_20260426_155203_77a4c6,device_369185de,key_press,n,96.01
1777215248.5578887,session_20260426_155203_77a4c6,device_369185de,key_release,e,0.0
1777215248.629554,session_20260426_155203_77a4c6,device_369185de,key_release,n,0.0
1777215248.6305385,session_20260426_155203_77a4c6,device_369185de,key_press,t,112.75
1777215248.7248685,session_20260426_155203_77a4c6,device_369185de,key_release,t,0.0
1777215248.7268572,session_20260426_155203_77a4c6,device_369185de,key_press,e,96.32
1777215248.8309453,session_20260426_155203_77a4c6,device_369185de,key_press,n,104.09
1777215248.8450708,session_20260426_155203_77a4c6,device_369185de,key_release,e,0.0
1777215248.9403188,session_20260426_155203_77a4c6,device_369185de,key_release,n,0.0
1777215248.9423153,session_20260426_155203_77a4c6,device_369185de,key_press,d,111.37
1777215249.0537622,session_20260426_155203_77a4c6,device_369185de,key_press,u,111.45
1777215249.0769446,session_20260426_155203_77a4c6,device_369185de,key_release,d,0.0
1777215249.1497672,session_20260426_155203_77a4c6,device_369185de,key_press,space,96.0
1777215249.181942,session_20260426_155203_77a4c6,device_369185de,key_release,u,0.0
1777215249.277649,session_20260426_155203_77a4c6,device_369185de,key_press,l,127.88
1777215249.317661,session_20260426_155203_77a4c6,device_369185de,key_release,space,0.0
1777215249.341966,session_20260426_155203_77a4c6,device_369185de,key_press,',64.32
1777215249.3977835,session_20260426_155203_77a4c6,device_369185de,key_release,l,0.0
1777215249.4447026,session_20260426_155203_77a4c6,device_369185de,key_release,',0.0
1777215249.5089355,session_20260426_155203_77a4c6,device_369185de,key_press,a,166.97
1777215249.6135614,session_20260426_155203_77a4c6,device_369185de,key_press,r,104.63
1777215249.6387994,session_20260426_155203_77a4c6,device_369185de,key_release,a,0.0
